username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
PortfolioBuzz;2016-11-05 23:48;0;0;"Monitor your watchlist of assets for tweets - US Tech Giants http://www. comparespreadbetting.com/compare?name=U S%20Tech%20Giants … $ AAPL $ GOOGL $ MSFT $ FB $ TWTR";;;;"795050279150436356";https://twitter.com/PortfolioBuzz/status/795050279150436356
jrombs;2016-11-05 23:45;0;0;"$ FB fiber optic investments- $ FB , $ MSFT choose TE SubCom as system supplier for MAREA subsea cable Read more: http:// bridgeandtunnelinvestor.com/posts/recent#i xzz4PBHmcD5m …";;;#i;"795049335545327620";https://twitter.com/jrombs/status/795049335545327620
dailypoliticaln;2016-11-05 23:23;0;0;"Pax World Management LLC Cuts Position in Microsoft Corp. $ MSFT http://www. dailypolitical.com/?p=784275";;;;"795043777983500288";https://twitter.com/dailypoliticaln/status/795043777983500288
App_sw_;2016-11-05 23:20;0;0;"Trust Investment Advisors Has $3,289,000 Position in #Microsoft Corp. (). Read more: http:// owler.us/abOfjZ $ MSFT";;;#Microsoft;"795043172397109248";https://twitter.com/App_sw_/status/795043172397109248
headlneapp;2016-11-05 23:11;0;0;"Buy the Facebook Inc (FB) Stock Dip While You Still Can https:// scutify.com/articles/2016- 11-05-buy-the-facebook-inc-fb-stock-dip-while-you-still-can-forget-about-wall-streets-brain-hiccup-facebook-is-continuing-with-its-strong-growth-and-that-will-propel-fb-stock … $ FB #socialmedia #stocks #tech #consumer $ XOM $ MSFT $ AAPL pic.twitter.com/HxunuM2qxF";;;#socialmedia #stocks #tech #consumer;"795040949458075648";https://twitter.com/headlneapp/status/795040949458075648
scutify;2016-11-05 23:11;0;0;"Buy the Facebook Inc (FB) Stock Dip While You Still Can https:// scutify.com/articles/2016- 11-05-buy-the-facebook-inc-fb-stock-dip-while-you-still-can-forget-about-wall-streets-brain-hiccup-facebook-is-continuing-with-its-strong-growth-and-that-will-propel-fb-stock … $ FB #socialmedia #stocks #tech #consumer $ XOM $ MSFT $ AAPL pic.twitter.com/kYNGuszpbh";;;#socialmedia #stocks #tech #consumer;"795040949328117760";https://twitter.com/scutify/status/795040949328117760
dailypoliticaln;2016-11-05 23:02;0;0;"ZWJ Investment Counsel Inc. Raises Stake in Microsoft Corp. $ MSFT http://www. dailypolitical.com/?p=784257";;;;"795038717845106688";https://twitter.com/dailypoliticaln/status/795038717845106688
DDRANTE;2016-11-05 22:51;1;2;"@cnbc @cnnbrk $ FB $ TWTR $ SQ $ NFLX #UBA #MEC $ MYEC $ WFC #BANKS #SocialMedia #SocialBanking $ MSFT #emailmoni https:// lookaside.fbsbx.com/file/Email%20M oni%20Presentation_2016.pdf?token=AWy8p70SdCf7PS-CCA8Et2AdmbOItT6WMmP3CTcI_f8w1hSJWliYSpl5u6PdePtFAY7RNd-NNITSIxdoAqi2uzybZoa0ngeO-HIzYet1ZIr7YSEzmMqamiDyssXcD27Sw8bHt4KqbtYzMXYmQwI6TaxDJU71ngSRlsD-sOJYLMgSpQ …";;@cnbc @cnnbrk;#UBA #MEC #BANKS #SocialMedia #SocialBanking #emailmoni;"795035928855093248";https://twitter.com/DDRANTE/status/795035928855093248
WKRBNews;2016-11-05 22:50;0;0;"Ardevora Asset Management LLP Boosts Stake in Microsoft Corp. $ MSFT http:// zpr.io/PthhX";;;;"795035711737069568";https://twitter.com/WKRBNews/status/795035711737069568
WatchlistN;2016-11-05 22:50;0;0;"Ardevora Asset Management LLP Boosts Stake in Microsoft Corp. $ MSFT http:// zpr.io/Pthhs";;;;"795035690442559488";https://twitter.com/WatchlistN/status/795035690442559488
